<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.08.15	22:10:00	3335.88	3336.27	3335.24	3335.29	436	0	20
2025.08.15	22:15:00	3335.30	3336.05	3335.25	3335.52	308	0	22
2025.08.15	22:20:00	3335.40	3336.07	3335.23	3336.07	263	0	22
2025.08.15	22:25:00	3336.06	3337.42	3335.63	3337.19	385	0	22
2025.08.15	22:30:00	3337.19	3338.00	3336.93	3337.70	506	0	22
2025.08.15	22:35:00	3337.59	3338.21	3337.43	3337.51	452	0	22
2025.08.15	22:40:00	3337.52	3337.60	3336.84	3336.99	331	0	22
2025.08.15	22:45:00	3336.97	3337.41	3336.61	3337.11	337	0	22
2025.08.15	22:50:00	3337.29	3338.57	3337.20	3338.52	400	0	22
2025.08.15	22:55:00	3338.47	3339.58	3338.34	3339.04	732	0	22
2025.08.15	23:00:00	3339.01	3339.36	3338.34	3339.14	366	0	22
2025.08.15	23:05:00	3339.17	3339.35	3338.20	3338.60	250	0	22
2025.08.15	23:10:00	3338.59	3338.71	3338.04	3338.16	171	0	22
2025.08.15	23:15:00	3338.11	3338.21	3337.43	3337.66	219	0	22
2025.08.15	23:20:00	3337.67	3338.02	3337.17	3337.27	229	0	22
2025.08.15	23:25:00	3337.28	3337.28	3336.23	3336.86	239	0	22
2025.08.15	23:30:00	3336.78	3337.35	3336.59	3336.66	293	0	22
2025.08.15	23:35:00	3336.73	3337.17	3336.71	3336.97	106	0	22
2025.08.15	23:40:00	3336.96	3337.15	3336.17	3336.24	193	0	22
2025.08.15	23:45:00	3336.21	3336.88	3335.77	3335.88	248	0	22
2025.08.15	23:50:00	3335.76	3336.60	3335.63	3335.91	329	0	22
2025.08.18	01:05:00	3334.41	3334.96	3332.83	3333.39	425	0	39
2025.08.18	01:10:00	3333.45	3334.40	3332.83	3333.11	281	0	34
2025.08.18	01:15:00	3332.97	3334.35	3332.77	3333.49	246	0	27
2025.08.18	01:20:00	3333.80	3334.88	3333.51	3334.76	184	0	33
2025.08.18	01:25:00	3334.75	3335.11	3334.12	3334.78	197	0	36
2025.08.18	01:30:00	3334.65	3334.65	3333.68	3334.24	176	0	26
2025.08.18	01:35:00	3334.25	3334.55	3333.75	3334.28	169	0	39
2025.08.18	01:40:00	3334.18	3334.97	3334.15	3334.47	187	0	35
2025.08.18	01:45:00	3334.45	3334.82	3334.18	3334.18	130	0	39
2025.08.18	01:50:00	3334.17	3334.25	3333.77	3333.98	112	0	39
2025.08.18	01:55:00	3333.98	3334.61	3333.98	3334.08	162	0	26
2025.08.18	02:00:00	3334.08	3334.18	3332.45	3332.67	293	0	39
2025.08.18	02:05:00	3332.67	3333.47	3332.09	3332.72	308	0	26
2025.08.18	02:10:00	3332.57	3333.06	3329.88	3330.15	408	0	26
2025.08.18	02:15:00	3330.15	3330.80	3323.85	3324.77	1001	0	22
2025.08.18	02:20:00	3324.77	3326.45	3323.49	3325.58	620	0	22
2025.08.18	02:25:00	3325.59	3329.58	3325.43	3329.09	468	0	22
2025.08.18	02:30:00	3329.13	3329.55	3327.89	3328.38	389	0	22
2025.08.18	02:35:00	3328.43	3328.90	3327.82	3328.43	240	0	22
2025.08.18	02:40:00	3328.52	3328.78	3328.17	3328.22	185	0	22
2025.08.18	02:45:00	3328.16	3328.16	3326.85	3327.60	385	0	22
2025.08.18	02:50:00	3327.60	3328.38	3326.44	3327.99	442	0	22
2025.08.18	02:55:00	3327.97	3328.11	3325.83	3327.06	440	0	22
2025.08.18	03:00:00	3327.07	3329.21	3326.81	3328.72	738	0	22
2025.08.18	03:05:00	3328.71	3331.87	3328.38	3331.66	824	0	22
2025.08.18	03:10:00	3331.66	3335.08	3331.63	3334.86	891	0	22
2025.08.18	03:15:00	3334.86	3337.60	3334.22	3337.53	905	0	22
2025.08.18	03:20:00	3337.55	3342.14	3337.55	3339.54	1378	0	22
2025.08.18	03:25:00	3339.57	3340.45	3337.49	3340.21	966	0	22
2025.08.18	03:30:00	3340.23	3340.90	3338.89	3340.26	907	0	22
2025.08.18	03:35:00	3340.27	3341.30	3339.19	3341.19	640	0	22
2025.08.18	03:40:00	3341.19	3341.49	3340.49	3340.85	690	0	22
2025.08.18	03:45:00	3340.76	3342.65	3340.34	3342.20	714	0	22
2025.08.18	03:50:00	3342.17	3342.74	3340.45	3340.83	704	0	22
2025.08.18	03:55:00	3340.83	3341.02	3340.29	3340.58	515	0	22
2025.08.18	04:00:00	3340.51	3343.59	3340.01	3340.62	1175	0	22
2025.08.18	04:05:00	3340.62	3343.36	3340.00	3342.99	1019	0	22
2025.08.18	04:10:00	3342.90	3344.11	3341.95	3342.75	860	0	22
2025.08.18	04:15:00	3342.75	3343.94	3341.50	3342.32	755	0	22
2025.08.18	04:20:00	3342.34	3342.57	3340.93	3341.08	863	0	22
2025.08.18	04:25:00	3341.10	3341.54	3339.78	3340.43	629	0	22
2025.08.18	04:30:00	3340.44	3341.17	3339.55	3340.79	869	0	22
2025.08.18	04:35:00	3340.72	3344.35	3340.49	3344.11	888	0	22
2025.08.18	04:40:00	3343.94	3345.49	3343.47	3344.22	733	0	22
2025.08.18	04:45:00	3344.23	3345.89	3343.62	3345.65	671	0	22
2025.08.18	04:50:00	3345.68	3347.36	3345.58	3346.60	868	0	22
2025.08.18	04:55:00	3346.61	3347.09	3345.41	3346.88	757	0	22
2025.08.18	05:00:00	3346.73	3347.53	3346.00	3346.01	614	0	22
2025.08.18	05:05:00	3346.01	3346.64	3344.92	3346.18	643	0	22
2025.08.18	05:10:00	3346.19	3346.32	3344.41	3344.50	627	0	22
2025.08.18	05:15:00	3344.42	3344.66	3343.35	3343.78	614	0	22
2025.08.18	05:20:00	3343.76	3344.17	3343.09	3343.34	359	0	22
2025.08.18	05:25:00	3343.29	3343.75	3342.37	3342.76	438	0	22
2025.08.18	05:30:00	3342.75	3344.43	3342.64	3343.45	692	0	22
2025.08.18	05:35:00	3343.44	3344.64	3343.32	3343.93	604	0	22
2025.08.18	05:40:00	3343.92	3344.45	3343.00	3344.04	499	0	22
2025.08.18	05:45:00	3344.03	3344.35	3342.67	3343.09	508	0	22
2025.08.18	05:50:00	3342.99	3343.72	3342.91	3343.08	383	0	22
2025.08.18	05:55:00	3343.08	3343.56	3343.00	3343.36	325	0	22
2025.08.18	06:00:00	3343.31	3345.96	3343.29	3345.22	545	0	22
2025.08.18	06:05:00	3345.20	3345.56	3344.12	3344.26	433	0	22
2025.08.18	06:10:00	3344.27	3344.57	3343.79	3344.06	398	0	22
2025.08.18	06:15:00	3344.06	3345.95	3343.94	3345.94	391	0	22
2025.08.18	06:20:00	3345.88	3346.94	3345.88	3346.50	524	0	22
2025.08.18	06:25:00	3346.50	3346.95	3346.04	3346.75	613	0	22
2025.08.18	06:30:00	3346.74	3347.87	3346.55	3347.86	442	0	22
2025.08.18	06:35:00	3347.84	3348.49	3347.65	3347.79	419	0	22
2025.08.18	06:40:00	3347.79	3348.30	3347.40	3348.26	432	0	22
2025.08.18	06:45:00	3348.29	3351.19	3348.29	3350.75	475	0	22
2025.08.18	06:50:00	3350.64	3351.70	3349.24	3349.43	1117	0	22
2025.08.18	06:55:00	3349.44	3349.70	3346.49	3347.07	782	0	22
2025.08.18	07:00:00	3347.08	3348.97	3346.80	3348.90	554	0	22
2025.08.18	07:05:00	3348.99	3350.33	3348.82	3349.87	409	0	22
2025.08.18	07:10:00	3349.87	3350.91	3349.41	3350.80	460	0	22
2025.08.18	07:15:00	3350.80	3351.82	3350.52	3351.48	512	0	22
2025.08.18	07:20:00	3351.49	3352.72	3351.05	3351.32	611	0	22
2025.08.18	07:25:00	3351.33	3352.48	3350.70	3352.42	547	0	20
2025.08.18	07:30:00	3352.43	3354.27	3352.41	3352.89	570	0	20
2025.08.18	07:35:00	3352.87	3354.48	3352.87	3354.33	554	0	20
2025.08.18	07:40:00	3354.31	3355.59	3354.31	3355.14	655	0	20
2025.08.18	07:45:00	3355.14	3356.71	3355.09	3356.47	593	0	20
2025.08.18	07:50:00	3356.42	3356.90	3355.46	3356.74	575	0	20
2025.08.18	07:55:00	3356.71	3358.06	3356.71	3357.48	566	0	20
2025.08.18	08:00:00	3357.43	3358.39	3355.49	3356.50	675	0	20
2025.08.18	08:05:00	3356.52	3357.22	3355.05	3355.07	614	0	20
2025.08.18	08:10:00	3355.06	3355.84	3354.82	3355.21	528	0	20
2025.08.18	08:15:00	3355.22	3355.41	3353.53	3354.03	570	0	20
2025.08.18	08:20:00	3354.07	3354.29	3352.73	3352.86	602	0	20
2025.08.18	08:25:00	3352.87	3353.34	3351.21	3351.21	759	0	20
2025.08.18	08:30:00	3351.21	3351.47	3348.19	3349.31	1075	0	20
2025.08.18	08:35:00	3349.32	3349.34	3346.62	3347.23	1162	0	20
2025.08.18	08:40:00	3347.24	3349.43	3346.92	3348.15	1189	0	20
2025.08.18	08:45:00	3348.15	3349.08	3346.96	3348.91	883	0	20
2025.08.18	08:50:00	3348.87	3349.05	3347.79	3348.61	704	0	20
2025.08.18	08:55:00	3348.62	3351.14	3348.21	3349.60	821	0	20
2025.08.18	09:00:00	3349.45	3351.13	3349.42	3350.60	637	0	20
2025.08.18	09:05:00	3350.60	3350.64	3349.10	3349.84	599	0	20
2025.08.18	09:10:00	3349.74	3350.23	3348.82	3349.73	536	0	20
2025.08.18	09:15:00	3349.73	3349.85	3346.08	3347.57	1011	0	20
2025.08.18	09:20:00	3347.57	3349.53	3347.22	3348.67	587	0	20
2025.08.18	09:25:00	3348.67	3349.80	3348.03	3349.52	630	0	20
2025.08.18	09:30:00	3349.50	3349.60	3348.42	3348.59	622	0	20
2025.08.18	09:35:00	3348.57	3350.15	3348.25	3349.54	536	0	20
2025.08.18	09:40:00	3349.54	3350.78	3349.32	3349.45	535	0	20
2025.08.18	09:45:00	3349.41	3350.39	3348.95	3349.00	606	0	20
2025.08.18	09:50:00	3349.01	3349.99	3348.67	3348.92	718	0	20
2025.08.18	09:55:00	3348.92	3349.52	3347.90	3349.52	704	0	20
2025.08.18	10:00:00	3349.70	3350.84	3348.17	3349.86	873	0	20
2025.08.18	10:05:00	3349.86	3352.58	3349.69	3350.95	920	0	20
2025.08.18	10:10:00	3350.85	3354.35	3350.06	3353.81	907	0	20
2025.08.18	10:15:00	3353.61	3354.61	3353.50	3354.35	635	0	20
2025.08.18	10:20:00	3354.35	3355.67	3354.28	3355.16	771	0	20
2025.08.18	10:25:00	3355.11	3355.11	3352.33	3352.37	795	0	20
2025.08.18	10:30:00	3352.36	3352.59	3350.09	3350.23	624	0	20
2025.08.18	10:35:00	3350.05	3350.43	3348.94	3350.12	494	0	20
2025.08.18	10:40:00	3350.09	3351.33	3349.89	3350.60	566	0	20
2025.08.18	10:45:00	3350.59	3351.25	3349.81	3349.92	518	0	20
2025.08.18	10:50:00	3349.91	3349.96	3347.23	3348.03	856	0	20
2025.08.18	10:55:00	3348.03	3349.65	3347.29	3349.07	621	0	20
2025.08.18	11:00:00	3349.05	3349.87	3347.35	3347.40	700	0	20
2025.08.18	11:05:00	3347.41	3348.20	3346.77	3347.22	648	0	20
2025.08.18	11:10:00	3347.24	3347.24	3344.64	3345.49	706	0	20
2025.08.18	11:15:00	3345.49	3346.66	3344.96	3345.42	642	0	20
2025.08.18	11:20:00	3345.45	3346.19	3344.62	3345.58	745	0	20
2025.08.18	11:25:00	3345.58	3347.99	3345.00	3347.89	747	0	20
2025.08.18	11:30:00	3347.82	3348.01	3347.23	3347.59	621	0	20
2025.08.18	11:35:00	3347.59	3348.89	3346.73	3348.66	563	0	20
2025.08.18	11:40:00	3348.68	3348.85	3347.63	3348.73	430	0	20
2025.08.18	11:45:00	3348.74	3349.38	3348.15	3348.48	495	0	20
2025.08.18	11:50:00	3348.49	3348.75	3347.70	3348.58	407	0	20
2025.08.18	11:55:00	3348.57	3349.84	3348.32	3348.70	570	0	20
2025.08.18	12:00:00	3348.68	3349.81	3348.20	3349.07	568	0	20
2025.08.18	12:05:00	3349.07	3350.92	3348.71	3350.74	499	0	20
2025.08.18	12:10:00	3350.40	3351.06	3349.93	3350.30	447	0	20
2025.08.18	12:15:00	3350.30	3350.45	3348.08	3349.39	430	0	20
2025.08.18	12:20:00	3349.39	3349.59	3348.62	3349.15	357	0	20
2025.08.18	12:25:00	3349.15	3349.48	3348.58	3348.59	421	0	20
2025.08.18	12:30:00	3348.59	3350.14	3347.80	3349.74	825	0	20
2025.08.18	12:35:00	3349.74	3351.61	3349.57	3350.56	558	0	20
2025.08.18	12:40:00	3350.55	3350.85	3348.51	3349.26	457	0	20
2025.08.18	12:45:00	3349.27	3350.14	3348.34	3348.58	302	0	20
2025.08.18	12:50:00	3348.53	3349.30	3347.52	3348.64	427	0	20
2025.08.18	12:55:00	3348.64	3350.53	3347.65	3348.06	752	0	20
2025.08.18	13:00:00	3347.95	3349.85	3347.91	3349.77	622	0	20
2025.08.18	13:05:00	3349.78	3349.78	3348.41	3349.02	376	0	20
2025.08.18	13:10:00	3349.01	3350.24	3348.79	3350.02	477	0	20
2025.08.18	13:15:00	3350.00	3351.34	3349.00	3349.24	769	0	20
2025.08.18	13:20:00	3349.24	3349.66	3348.08	3348.97	401	0	20
2025.08.18	13:25:00	3348.92	3349.21	3348.55	3348.68	388	0	20
2025.08.18	13:30:00	3348.68	3349.84	3348.26	3349.05	587	0	20
2025.08.18	13:35:00	3349.06	3350.10	3348.01	3348.95	872	0	20
2025.08.18	13:40:00	3348.93	3349.69	3348.63	3349.35	519	0	20
2025.08.18	13:45:00	3349.30	3349.55	3348.26	3348.40	392	0	20
2025.08.18	13:50:00	3348.41	3348.62	3347.10	3347.66	507	0	20
2025.08.18	13:55:00	3347.62	3347.65	3346.55	3346.62	395	0	20
2025.08.18	14:00:00	3346.61	3348.58	3346.49	3348.36	524	0	20
2025.08.18	14:05:00	3348.32	3348.41	3347.47	3348.12	363	0	20
2025.08.18	14:10:00	3348.12	3348.65	3347.68	3348.04	457	0	20
2025.08.18	14:15:00	3348.04	3348.72	3348.04	3348.31	431	0	20
2025.08.18	14:20:00	3348.31	3348.67	3347.75	3348.33	431	0	20
2025.08.18	14:25:00	3348.34	3348.67	3347.46	3348.55	457	0	20
2025.08.18	14:30:00	3348.57	3348.57	3347.25	3347.47	445	0	20
2025.08.18	14:35:00	3347.46	3348.48	3347.37	3347.98	460	0	20
2025.08.18	14:40:00	3347.99	3347.99	3346.79	3346.96	281	0	20
2025.08.18	14:45:00	3346.98	3347.05	3346.40	3346.79	330	0	20
2025.08.18	14:50:00	3346.80	3347.01	3345.94	3346.13	449	0	20
2025.08.18	14:55:00	3346.19	3346.37	3344.57	3345.46	714	0	20
2025.08.18	15:00:00	3345.46	3346.97	3345.10	3346.85	753	0	20
2025.08.18	15:05:00	3346.74	3347.28	3345.90	3346.17	678	0	20
2025.08.18	15:10:00	3346.15	3348.00	3346.15	3347.00	733	0	20
2025.08.18	15:15:00	3347.04	3347.47	3345.31	3345.36	553	0	20
2025.08.18	15:20:00	3345.38	3347.68	3345.36	3346.13	750	0	20
2025.08.18	15:25:00	3346.11	3347.32	3345.88	3346.42	725	0	20
2025.08.18	15:30:00	3346.49	3347.63	3345.96	3346.59	834	0	20
2025.08.18	15:35:00	3346.62	3348.55	3346.07	3348.00	955	0	20
2025.08.18	15:40:00	3347.99	3348.76	3347.34	3347.88	680	0	20
2025.08.18	15:45:00	3347.88	3347.95	3345.89	3346.36	490	0	20
2025.08.18	15:50:00	3346.35	3346.78	3344.12	3344.74	613	0	20
2025.08.18	15:55:00	3344.68	3345.91	3343.06	3344.73	996	0	20
2025.08.18	16:00:00	3344.69	3344.93	3342.22	3342.73	1351	0	20
2025.08.18	16:05:00	3342.73	3344.44	3341.49	3341.63	907	0	20
2025.08.18	16:10:00	3341.67	3343.67	3341.07	3341.21	944	0	20
2025.08.18	16:15:00	3341.18	3342.47	3340.40	3341.95	870	0	20
2025.08.18	16:20:00	3341.96	3344.00	3341.72	3343.90	867	0	20
2025.08.18	16:25:00	3343.92	3344.18	3341.57	3342.98	959	0	20
2025.08.18	16:30:00	3342.98	3343.99	3340.14	3340.75	1201	0	20
2025.08.18	16:35:00	3340.70	3341.39	3337.97	3338.66	1146	0	20
2025.08.18	16:40:00	3338.67	3341.69	3337.91	3340.06	1105	0	20
2025.08.18	16:45:00	3340.06	3340.13	3338.43	3339.06	1104	0	20
2025.08.18	16:50:00	3339.05	3339.37	3337.14	3337.31	1028	0	20
2025.08.18	16:55:00	3337.32	3337.76	3335.73	3336.77	1038	0	20
2025.08.18	17:00:00	3336.74	3337.02	3332.39	3336.81	1472	0	20
2025.08.18	17:05:00	3336.85	3338.36	3335.30	3335.48	1409	0	20
2025.08.18	17:10:00	3335.45	3336.21	3333.44	3335.53	1127	0	20
2025.08.18	17:15:00	3335.49	3336.66	3335.00	3336.23	965	0	20
2025.08.18	17:20:00	3336.22	3337.27	3335.02	3336.74	950	0	20
2025.08.18	17:25:00	3336.75	3337.32	3335.70	3335.85	905	0	20
2025.08.18	17:30:00	3335.85	3338.73	3335.42	3337.87	864	0	20
2025.08.18	17:35:00	3337.87	3338.23	3334.75	3336.52	941	0	20
2025.08.18	17:40:00	3336.52	3337.31	3335.65	3335.67	743	0	20
2025.08.18	17:45:00	3335.67	3335.95	3334.00	3335.52	892	0	20
2025.08.18	17:50:00	3335.54	3336.02	3332.93	3333.17	952	0	20
2025.08.18	17:55:00	3333.18	3334.67	3332.98	3334.35	881	0	20
2025.08.18	18:00:00	3334.34	3335.23	3332.62	3332.72	951	0	20
2025.08.18	18:05:00	3332.73	3334.16	3332.24	3333.90	807	0	20
2025.08.18	18:10:00	3333.87	3334.86	3332.90	3334.63	643	0	20
2025.08.18	18:15:00	3334.64	3335.30	3333.53	3333.91	559	0	20
2025.08.18	18:20:00	3333.93	3335.91	3333.40	3334.21	790	0	20
2025.08.18	18:25:00	3334.22	3335.04	3333.99	3334.73	521	0	20
2025.08.18	18:30:00	3334.66	3334.71	3333.22	3333.85	628	0	20
2025.08.18	18:35:00	3333.85	3335.66	3333.66	3335.48	629	0	20
2025.08.18	18:40:00	3335.47	3335.59	3334.66	3335.11	575	0	20
2025.08.18	18:45:00	3335.03	3336.44	3334.75	3336.32	709	0	20
2025.08.18	18:50:00	3336.33	3336.84	3333.99	3334.59	765	0	20
2025.08.18	18:55:00	3334.59	3336.07	3334.59	3335.62	688	0	20
2025.08.18	19:00:00	3335.64	3335.84	3333.29	3333.30	734	0	20
2025.08.18	19:05:00	3333.31	3333.31	3331.97	3333.09	759	0	20
2025.08.18	19:10:00	3333.09	3333.80	3332.21	3333.45	679	0	20
2025.08.18	19:15:00	3333.47	3333.47	3332.04	3332.47	647	0	20
2025.08.18	19:20:00	3332.45	3333.00	3331.94	3332.38	661	0	20
2025.08.18	19:25:00	3332.38	3332.84	3332.00	3332.43	392	0	20
2025.08.18	19:30:00	3332.47	3333.02	3331.72	3331.98	476	0	20
2025.08.18	19:35:00	3331.98	3334.58	3331.94	3334.39	627	0	20
2025.08.18	19:40:00	3334.39	3334.55	3332.53	3332.54	502	0	20
2025.08.18	19:45:00	3332.40	3333.28	3332.40	3333.05	579	0	20
2025.08.18	19:50:00	3333.02	3334.37	3332.96	3333.92	568	0	20
2025.08.18	19:55:00	3333.92	3334.51	3333.51	3334.35	540	0	20
2025.08.18	20:00:00	3334.32	3334.36	3331.69	3332.53	546	0	20
2025.08.18	20:05:00	3332.53	3333.70	3332.18	3333.32	553	0	20
2025.08.18	20:10:00	3333.32	3333.94	3332.86	3333.92	646	0	20
2025.08.18	20:15:00	3333.92	3334.19	3333.12	3333.21	560	0	20
2025.08.18	20:20:00	3333.21	3333.70	3332.31	3332.65	578	0	20
2025.08.18	20:25:00	3332.70	3333.28	3331.99	3332.58	679	0	20
2025.08.18	20:30:00	3332.58	3333.37	3332.36	3332.54	532	0	20
2025.08.18	20:35:00	3332.55	3333.70	3332.55	3333.62	394	0	20
2025.08.18	20:40:00	3333.68	3334.47	3333.08	3334.34	430	0	20
2025.08.18	20:45:00	3334.37	3334.83	3334.05	3334.56	360	0	20
2025.08.18	20:50:00	3334.57	3334.57	3332.93	3333.53	424	0	20
2025.08.18	20:55:00	3333.51	3334.29	3333.37	3333.64	313	0	20
2025.08.18	21:00:00	3333.64	3333.82	3332.91	3333.15	369	0	20
2025.08.18	21:05:00	3333.30	3333.79	3333.22	3333.44	306	0	20
2025.08.18	21:10:00	3333.44	3333.44	3332.66	3332.98	344	0	20
2025.08.18	21:15:00	3332.97	3333.12	3332.09	3332.28	297	0	20
2025.08.18	21:20:00	3332.28	3332.59	3332.02	3332.36	317	0	20
2025.08.18	21:25:00	3332.36	3333.18	3332.36	3332.98	378	0	20
2025.08.18	21:30:00	3333.00	3333.38	3332.43	3332.58	267	0	20
2025.08.18	21:35:00	3332.53	3332.53	3331.70	3331.99	298	0	20
2025.08.18	21:40:00	3331.98	3332.22	3331.47	3331.98	375	0	20
2025.08.18	21:45:00	3331.96	3332.56	3331.79	3332.10	308	0	20
2025.08.18	21:50:00	3332.09	3332.28	3331.57	3331.58	288	0	20
2025.08.18	21:55:00	3331.61	3332.22	3331.54	3331.93	274	0	20
2025.08.18	22:00:00	3332.10	3332.13	3331.55	3331.97	351	0	20
2025.08.18	22:05:00	3331.97	3332.01	3330.59	3330.61	319	0	20
2025.08.18	22:10:00	3330.64	3331.60	3330.25	3331.23	489	0	20
2025.08.18	22:15:00	3331.22	3332.19	3330.57	3330.88	467	0	20
2025.08.18	22:20:00	3330.81	3332.31	3330.78	3332.01	361	0	22
2025.08.18	22:25:00	3332.05	3332.26	3331.73	3331.83	297	0	22
2025.08.18	22:30:00	3331.83	3332.75	3331.83	3332.44	339	0	22
2025.08.18	22:35:00	3332.41	3332.57	3332.12	3332.24	308	0	22
2025.08.18	22:40:00	3332.22	3332.22	3331.33	3331.42	304	0	22
2025.08.18	22:45:00	3331.43	3332.85	3331.43	3332.66	308	0	22
2025.08.18	22:50:00	3332.71	3333.41	3332.71	3333.03	359	0	22
2025.08.18	22:55:00	3333.03	3334.21	3332.59	3333.51	457	0	22
2025.08.18	23:00:00	3333.51	3334.26	3333.25	3333.93	287	0	22
2025.08.18	23:05:00	3333.99	3334.10	3333.32	3333.51	160	0	22
2025.08.18	23:10:00	3333.51	3333.84	3333.35	3333.49	124	0	22
2025.08.18	23:15:00	3333.57	3333.68	3333.28	3333.68	125	0	22
2025.08.18	23:20:00	3333.69	3333.76	3333.30	3333.34	102	0	22
2025.08.18	23:25:00	3333.35	3333.59	3333.27	3333.30	108	0	22
2025.08.18	23:30:00	3333.30	3333.97	3333.26	3333.80	136	0	22
2025.08.18	23:35:00	3333.74	3333.74	3332.79	3333.15	130	0	22
2025.08.18	23:40:00	3333.16	3333.16	3332.70	3333.00	201	0	22
2025.08.18	23:45:00	3333.03	3333.15	3332.76	3332.86	199	0	22
2025.08.18	23:50:00	3332.86	3333.25	3332.86	3332.96	153	0	22
2025.08.19	01:05:00	3333.19	3334.13	3332.71	3333.22	250	0	26
2025.08.19	01:10:00	3333.21	3333.53	3332.65	3332.72	115	0	33
2025.08.19	01:15:00	3332.72	3333.26	3332.72	3333.26	100	0	35
2025.08.19	01:20:00	3333.26	3334.18	3333.23	3334.03	327	0	39
2025.08.19	01:25:00	3334.03	3334.45	3333.55	3333.56	158	0	38
2025.08.19	01:30:00	3333.57	3334.08	3333.42	3333.79	95	0	35
2025.08.19	01:35:00	3333.84	3333.87	3333.39	3333.56	71	0	39
2025.08.19	01:40:00	3333.56	3333.98	3333.10	3333.17	108	0	27
2025.08.19	01:45:00	3333.09	3333.15	3332.75	3333.12	96	0	36
2025.08.19	01:50:00	3333.13	3333.43	3333.08	3333.27	68	0	39
2025.08.19	01:55:00	3333.26	3334.20	3333.26	3334.18	125	0	26
2025.08.19	02:00:00	3334.29	3334.29	3333.56	3334.01	116	0	32
2025.08.19	02:05:00	3334.01	3334.29	3333.66	3334.29	73	0	39
2025.08.19	02:10:00	3334.39	3334.46	3333.29	3333.36	156	0	31
2025.08.19	02:15:00	3333.37	3333.59	3332.68	3333.40	249	0	22
2025.08.19	02:20:00	3333.40	3333.45	3332.72	3332.85	127	0	22
2025.08.19	02:25:00	3332.82	3332.94	3331.70	3332.28	247	0	22
2025.08.19	02:30:00	3332.26	3332.31	3331.38	3331.48	287	0	22
2025.08.19	02:35:00	3331.47	3332.57	3331.44	3332.44	269	0	22
2025.08.19	02:40:00	3332.39	3333.19	3332.00	3332.85	221	0	22
2025.08.19	02:45:00	3332.85	3332.85	3331.49	3331.73	214	0	22
2025.08.19	02:50:00	3331.64	3331.90	3330.65	3331.21	304	0	22
2025.08.19	02:55:00	3331.18	3331.86	3330.54	3330.94	358	0	22
2025.08.19	03:00:00	3330.94	3330.94	3326.05	3329.16	1428	0	22
2025.08.19	03:05:00	3329.22	3333.47	3329.04	3333.22	1169	0	22
2025.08.19	03:10:00	3333.25	3337.77	3332.61	3336.21	966	0	22
2025.08.19	03:15:00	3336.19	3339.17	3336.15	3338.27	748	0	22
2025.08.19	03:20:00	3338.31	3338.51	3335.46	3336.08	711	0	22
2025.08.19	03:25:00	3336.08	3338.45	3336.02	3337.33	573	0	22
2025.08.19	03:30:00	3337.29	3338.49	3336.74	3336.96	559	0	22
2025.08.19	03:35:00	3336.96	3338.09	3336.43	3336.48	492	0	22
2025.08.19	03:40:00	3336.48	3337.21	3334.91	3335.90	640	0	22
2025.08.19	03:45:00	3335.93	3336.30	3333.65	3333.98	560	0	22
2025.08.19	03:50:00	3333.95	3334.83	3332.62	3334.07	584	0	22
2025.08.19	03:55:00	3334.22	3335.37	3333.89	3335.19	499	0	22
2025.08.19	04:00:00	3335.19	3335.68	3331.52	3331.96	1086	0	22
2025.08.19	04:05:00	3331.96	3333.74	3330.34	3331.67	1005	0	22
2025.08.19	04:10:00	3331.68	3332.74	3330.38	3331.43	1119	0	22
2025.08.19	04:15:00	3331.41	3333.35	3330.85	3333.18	793	0	22
2025.08.19	04:20:00	3333.17	3335.21	3332.76	3333.78	1131	0	22
2025.08.19	04:25:00	3333.77	3334.45	3332.08	3332.52	827	0	22
2025.08.19	04:30:00	3332.52	3333.69	3331.01	3333.30	939	0	22
2025.08.19	04:35:00	3333.50	3334.08	3332.60	3333.15	907	0	22
2025.08.19	04:40:00	3333.20	3333.50	3331.94	3333.13	859	0	22
2025.08.19	04:45:00	3333.13	3335.64	3332.63	3333.09	871	0	22
2025.08.19	04:50:00	3333.08	3334.88	3333.08	3333.98	517	0	22
2025.08.19	04:55:00	3334.06	3334.33	3332.96	3332.96	602	0	22
2025.08.19	05:00:00	3332.92	3332.92	3329.53	3330.56	984	0	22
2025.08.19	05:05:00	3330.53	3332.68	3330.04	3332.04	837	0	22
2025.08.19	05:10:00	3332.04	3333.03	3331.08	3332.18	597	0	22
2025.08.19	05:15:00	3332.18	3332.86	3331.65	3332.20	507	0	22
2025.08.19	05:20:00	3332.19	3334.62	3332.09	3334.55	427	0	22
2025.08.19	05:25:00	3334.56	3334.75	3333.36	3333.59	631	0	22
2025.08.19	05:30:00	3333.57	3334.09	3333.12	3333.68	569	0	22
2025.08.19	05:35:00	3333.66	3334.76	3333.44	3333.54	437	0	22
2025.08.19	05:40:00	3333.53	3334.49	3333.34	3333.75	326	0	22
2025.08.19	05:45:00	3333.79	3334.76	3332.31	3334.72	522	0	22
2025.08.19	05:50:00	3334.72	3336.28	3334.72	3336.16	568	0	22
2025.08.19	05:55:00	3336.11	3338.05	3335.06	3337.96	668	0	22
2025.08.19	06:00:00	3337.99	3339.00	3337.47	3338.61	791	0	22
2025.08.19	06:05:00	3338.62	3340.11	3338.62	3339.84	828	0	22
